JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPay&Benefits,Year,Agency
Fire Fighter,75778.82,20010.43,4028.13,60461.96,99817.38,160279.34,2015,North Las Vegas
Firefighter Paramedic,90537.82,2510.86,1725.06,65442.24,94773.74,160215.98,2015,North Las Vegas
Fire Protection Specialist,97423.11,5301.78,825.04,56299.39,103549.93,159849.32,2015,North Las Vegas
Fire Engineer,89629.44,45.71,4028.16,65808.64,93703.31,159511.95,2015,North Las Vegas
Deputy  Marshal,72386.56,5206.39,12893.7,68988.37,90486.65,159475.02,2015,North Las Vegas
Firefighter Paramedic,90537.81,2348.26,1125,65344.43,94011.07,159355.5,2015,North Las Vegas
Fire Fighter,77468.11,15202.91,5378.18,61063.99,98049.2,159113.19,2015,North Las Vegas
Police Officer,71875.86,6850.56,11504.06,68690.76,90230.48,158921.24,2015,North Las Vegas
Police Officer,70242.01,9640.72,10777.49,67720.26,90660.22,158380.48,2015,North Las Vegas
Fire Fighter,81829.03,9690.68,4028.17,62803.33,95547.88,158351.21,2015,North Las Vegas
Firefighter Paramedic,75776.93,21007.58,1875,59535.87,98659.51,158195.38,2015,North Las Vegas
Police Officer,71194.98,8702.29,10583.89,67565.07,90481.16,158046.23,2015,North Las Vegas
Firefighter Paramedic,86832.64,405.78,5114.15,65219.47,92352.57,157572.04,2015,North Las Vegas
HVAC Technician,74690.01,19375.8,17320.59,46061.39,111386.4,157447.79,2015,North Las Vegas
Police Officer,73288.48,1120.15,13963.58,68892.06,88372.21,157264.27,2015,North Las Vegas
Construction Project Inspection Supervisor,93541.86,469.25,12937.69,50243.04,106948.8,157191.84,2015,North Las Vegas
Deputy  Marshal,73702.96,1649.52,13346.94,68376.92,88699.42,157076.34,2015,North Las Vegas
Fire Fighter,81828.94,8539.52,4028.14,62481.84,94396.6,156878.44,2015,North Las Vegas
Parks Maintenance Supervisor,80194.07,8468.51,19955.48,48163.34,108618.06,156781.4,2015,North Las Vegas
Senior Management Analyst,93073.99,0,13403.02,50222.71,106477.01,156699.72,2015,North Las Vegas
Executive Assistant,76327.55,0,28159.78,52175.56,104487.33,156662.89,2015,North Las Vegas
Engineering Associate,93074.03,1070.85,12435.27,49942.1,106580.15,156522.25,2015,North Las Vegas
Police Officer,70531.22,8041.3,10516.84,67386.1,89089.36,156475.46,2015,North Las Vegas
Police Officer,71709.05,4749.62,11607.93,68365.64,88066.6,156432.24,2015,North Las Vegas
Police Officer,72408.59,1982.17,12761.08,69159.58,87151.84,156311.42,2015,North Las Vegas
Police Officer,58549,226.27,39002.63,58442.15,97777.9,156220.05,2015,North Las Vegas
Police Officer,70881.19,9402.43,9168.74,66586.45,89452.36,156038.81,2015,North Las Vegas
Traffic Technician/Electrician,80194.03,24414.87,6534.76,44794.67,111143.66,155938.33,2015,North Las Vegas
Public Works Inspector lll,86295.19,9189.3,12426.21,47991.33,107910.7,155902.03,2015,North Las Vegas
Police Officer,71509.33,4632.11,11470.31,68048.91,87611.75,155660.66,2015,North Las Vegas
Firefighter Paramedic,75776.91,19342.23,1861.45,58559.09,96980.59,155539.68,2015,North Las Vegas
Public Works Inspector lll,86727.43,9290.75,11667.75,47853.26,107685.93,155539.19,2015,North Las Vegas
Police Officer,75242.02,961.3,11094.3,68164.59,87297.62,155462.21,2015,North Las Vegas
Executive Assistant,86296.03,0,12426.23,56691.79,98722.26,155414.05,2015,North Las Vegas
Deputy  Marshal,72583.53,892.3,13707.2,68040.64,87183.03,155223.67,2015,North Las Vegas
Police Officer,76396.35,4719.2,20365.7,53522.7,101481.25,155003.95,2015,North Las Vegas
Police Officer,75241.99,3258.64,20019.82,56059.51,98520.45,154579.96,2015,North Las Vegas
Fire Fighter,77468.17,12487.93,4028.13,60521.09,93984.23,154505.32,2015,North Las Vegas
Police Officer,71892.45,5046.28,10349.54,67067.52,87288.27,154355.79,2015,North Las Vegas
Fire Fighter,81829.27,5392.99,4928.22,62160.04,92150.48,154310.52,2015,North Las Vegas
Police Officer,83229.88,3468.23,12995.6,54577.65,99693.71,154271.36,2015,North Las Vegas
Senior Engineer,100608.4,0,4024.32,49528.51,104632.72,154161.23,2015,North Las Vegas
Principal Planner,100608,0,4024.32,49528.4,104632.32,154160.72,2015,North Las Vegas
Senior Network Analyst,100607.96,0,4024.32,49528.39,104632.28,154160.67,2015,North Las Vegas
Principal Planner,100608,0,4024.32,49526.87,104632.32,154159.19,2015,North Las Vegas
Senior Engineer,99965.77,0,4667.1,49477.09,104632.87,154109.96,2015,North Las Vegas
Senior Engineer,100607.9,0,4024.32,49455.18,104632.22,154087.4,2015,North Las Vegas
Police Officer,71892.57,2756.78,11462.21,67947.85,86111.56,154059.41,2015,North Las Vegas
Police Officer,69459.02,4789.87,12286.64,67081.45,86535.53,153616.98,2015,North Las Vegas
Police Officer,78292.71,2525.47,16546.63,55879.12,97364.81,153243.93,2015,North Las Vegas
Police Officer,71009.46,1272.59,12704.3,68106.3,84986.35,153092.65,2015,North Las Vegas
Police Officer,68796.55,15268.78,18773.53,50230.35,102838.86,153069.21,2015,North Las Vegas
Traffic Technician/Electrician,80194.09,13676.93,12455,45947.4,106326.02,152273.42,2015,North Las Vegas
Fire Fighter,77468.05,9713.46,4778.14,60215.29,91959.65,152174.94,2015,North Las Vegas
Fire Fighter,77468.09,10004.61,4028.14,60150.58,91500.84,151651.42,2015,North Las Vegas
Water Systems Supervisor,87159,4232.1,12343.28,47875.35,103734.38,151609.73,2015,North Las Vegas
Police Officer,72408.67,1497.15,10279.11,67401.18,84184.93,151586.11,2015,North Las Vegas
Fire Fighter,73304.14,15012.39,4028.16,58518.17,92344.69,150862.86,2015,North Las Vegas
Police Officer,70186.35,3019.24,10853.73,66600.2,84059.32,150659.52,2015,North Las Vegas
Public Works Inspector lll,86727.33,4113.44,11994.75,47606.03,102835.52,150441.55,2015,North Las Vegas
Police Communications Supervisor,75063.44,22000.48,7916.4,45210.59,104980.32,150190.91,2015,North Las Vegas
Fire Fighter,75529.86,10392.53,4928.24,59184.4,90850.63,150035.03,2015,North Las Vegas
Parks Maintenance Supervisor,80194.06,4067.65,18429.48,47322.14,102691.19,150013.33,2015,North Las Vegas
Fire Fighter,78480.46,0,9282.56,62135.94,87763.02,149898.96,2015,North Las Vegas
Police Officer,68628.91,6501.27,10132.23,64510.87,85262.41,149773.28,2015,North Las Vegas
Senior Crime Scene Analyst,80834.26,11823.8,10492.21,46579.56,103150.27,149729.83,2015,North Las Vegas
Public Works Inspector lll,86295.6,3401.51,12426.23,47589.21,102123.34,149712.55,2015,North Las Vegas
Fire Fighter,81829.38,479.68,5678.22,61670.72,87987.28,149658,2015,North Las Vegas
Financial Analyst II,90838.19,0,3633.52,55101.21,94471.71,149572.92,2015,North Las Vegas
Police Officer,67914.88,8319.47,8766.12,64539.85,85000.47,149540.32,2015,North Las Vegas
Fire Fighter,73303.86,13706.22,4028.14,58262.51,91038.22,149300.73,2015,North Las Vegas
Finance Manager,90610.24,0,3624.4,55029.8,94234.64,149264.44,2015,North Las Vegas
Police Officer,68628.93,6987.78,8645.1,64982.45,84261.81,149244.26,2015,North Las Vegas
Police Officer,71205.92,2285.15,9354.16,66166.26,82845.23,149011.49,2015,North Las Vegas
Systems Technician II,86296.04,2669.78,12426.23,47491.91,101392.05,148883.96,2015,North Las Vegas
Utilities Field Service Crew Leader,74690.07,14555,14278.68,45201.9,103523.75,148725.65,2015,North Las Vegas
Police Officer,68628.91,5383.54,9382.23,65229.9,83394.68,148624.58,2015,North Las Vegas
Public Works Inspector lll,86726.08,2267.67,11994.83,47474.27,100988.58,148462.85,2015,North Las Vegas
Fire Fighter,81505.79,571.37,4928.26,61341.36,87005.42,148346.78,2015,North Las Vegas
WRF Maintenance Supervisor,79550,13915.67,13206.5,41663.66,106672.17,148335.83,2015,North Las Vegas
Fire Fighter,79829,3149.61,4388.25,60673.45,87366.86,148040.31,2015,North Las Vegas
Fire Fighter,78244.71,0,8243.22,61294.6,86487.93,147782.53,2015,North Las Vegas
Lead Code Enforcement Officer,86295.89,1698.96,12116.6,47314.58,100111.45,147426.03,2015,North Las Vegas
Utilities Field Service Supervisor,86295.96,632.84,13074.31,47420.3,100003.11,147423.41,2015,North Las Vegas
Fire Fighter,75529.87,8533.28,4388.26,58963.26,88451.41,147414.67,2015,North Las Vegas
Automotive & Equipment Mechanic II,74690,18069.23,10871.59,43673.97,103630.82,147304.79,2015,North Las Vegas
Engineering Assistant,95931.63,0,3913.4,47359.88,99845.03,147204.91,2015,North Las Vegas
Public Works Inspector lll,86295.8,1054.73,12426.24,47381.74,99776.77,147158.51,2015,North Las Vegas
Land Development Project Leader,92076.84,4915.97,3602.83,46483.17,100595.64,147078.81,2015,North Las Vegas
Business Development Specialist,89075.85,0,3609.19,54380.46,92685.04,147065.5,2015,North Las Vegas
Deputy  Marshal,76573.99,3745.4,15056.71,51479.51,95376.1,146855.61,2015,North Las Vegas
Traffic Technician/Electrician,80194.04,6961.78,13739.74,45868.57,100895.56,146764.13,2015,North Las Vegas
Firefighter Paramedic,69919.42,20296.48,2708.59,53808.76,92924.49,146733.25,2015,North Las Vegas
Automotive & Equipment Mechanic II,74690.07,17418.85,10790.59,43599.15,102899.51,146498.66,2015,North Las Vegas
Field Supervisor,86296.04,0,12462.23,47303.11,98758.27,146061.38,2015,North Las Vegas
Police Officer,68295.77,3570.53,9382.23,64775.02,81248.53,146023.55,2015,North Las Vegas
Manager Animal Control,86296.03,0,12426.23,47299.89,98722.26,146022.15,2015,North Las Vegas
Heavy Equipment Operator,86296.03,0,12426.23,47298.36,98722.26,146020.62,2015,North Las Vegas
Manager Crime Analysis,86296.12,0,12426.23,47284.78,98722.35,146007.13,2015,North Las Vegas
Police Officer,68914.33,4540.76,8099.82,64412.48,81554.91,145967.39,2015,North Las Vegas
Detective,16446.96,0,96888.91,32546.81,113335.87,145882.68,2015,North Las Vegas
Senior Systems Administrator Virtualization,92624.03,2534.3,3704.96,46515.76,98863.29,145379.05,2015,North Las Vegas
Fire Fighter,73303.92,13347.15,1725.12,56966.79,88376.19,145342.98,2015,North Las Vegas
Fire Fighter,79828.93,1000.64,4028.14,60202.87,84857.71,145060.58,2015,North Las Vegas
City Traffic Engineer,83558.26,0,12342.11,48922.27,95900.37,144822.64,2015,North Las Vegas
Fire Fighter,75529.75,6287.91,4028.16,58581.38,85845.82,144427.2,2015,North Las Vegas
Combination Inspector,80194.14,18043.87,3207.76,42878.16,101445.77,144323.93,2015,North Las Vegas
Police Officer,65042.42,8109.32,8153.15,62660.09,81304.89,143964.98,2015,North Las Vegas
Land Development Project Leader,86296.07,9528.49,3451.84,44646.27,99276.4,143922.67,2015,North Las Vegas
Police Officer,65676.98,6034.11,9061.24,63132.86,80772.33,143905.19,2015,North Las Vegas
Police Officer,68962.06,1744.76,8569.35,64533,79276.17,143809.17,2015,North Las Vegas
Senior Crime Scene Analyst,81544.15,8986.69,7739.66,45393.8,98270.5,143664.3,2015,North Las Vegas
Systems Technician II,86296.01,467.45,10474.84,46349.11,97238.3,143587.41,2015,North Las Vegas
Traffic Technician/Electrician,80194.12,15292.69,4623.76,43298.2,100110.57,143408.77,2015,North Las Vegas
Engineering Associate,93075.03,0,3722.96,46573.9,96797.99,143371.89,2015,North Las Vegas
Systems Support Analyst,93074,0,3722.96,46573.35,96796.96,143370.31,2015,North Las Vegas
Senior Business Systems Analyst,93074,0,3722.96,46573.35,96796.96,143370.31,2015,North Las Vegas
Senior Programmer Analyst,93073.99,0,3722.96,46573.34,96796.95,143370.29,2015,North Las Vegas
Senior Business Systems Analyst,93073.89,0,3722.96,46573.29,96796.85,143370.14,2015,North Las Vegas
PAC MANAGER,93073.99,0,3722.96,46572,96796.95,143368.95,2015,North Las Vegas
System Support Analyst,93073.99,0,3722.96,46571.82,96796.95,143368.77,2015,North Las Vegas
Engineering Associate,93074.57,0,3722.96,46558.11,96797.53,143355.64,2015,North Las Vegas
Senior Business Systems Analyst,93073.99,0,3722.96,46557.79,96796.95,143354.74,2015,North Las Vegas
Fire Fighter,69692.63,12639.33,4733.73,56165.78,87065.69,143231.47,2015,North Las Vegas
Firefighter Paramedic,78657.94,0,4480.58,60068.46,83138.52,143206.98,2015,North Las Vegas
WRF Electronics Supervisor,79550.01,5457.96,12983,45206.45,97990.97,143197.42,2015,North Las Vegas
Fire Fighter,75529.89,4404.12,4895.94,58367.38,84829.95,143197.33,2015,North Las Vegas
Executive Assistant,86296,0,3451.84,53319.31,89747.84,143067.15,2015,North Las Vegas
Legal Office Administrator,86296.01,0,3451.84,53306.86,89747.85,143054.71,2015,North Las Vegas
Utilities Financial Analyst,86296,0,3451.84,53243.18,89747.84,142991.02,2015,North Las Vegas
Police Officer,67264.45,1425.48,10347.39,63913.73,79037.32,142951.05,2015,North Las Vegas
Police Officer,65676.98,4605.63,9322.02,63191.34,79604.63,142795.97,2015,North Las Vegas
Police Officer,52856.73,654.61,36854.82,52220.32,90366.16,142586.48,2015,North Las Vegas
Police Officer,72058.86,6814.6,14938.82,48724.99,93812.28,142537.27,2015,North Las Vegas
Fire Fighter,75529.87,4401.16,4194.36,58332.88,84125.39,142458.27,2015,North Las Vegas
Senior Crime Scene Analyst,80595.02,10997.8,5619.79,44874.64,97212.61,142087.25,2015,North Las Vegas
Traffic Technician/Electrician,80194.06,13421.53,5235.76,43229.59,98851.35,142080.94,2015,North Las Vegas
Utilities Field Service Crew Leader,76520.75,8623.79,12896.88,43999.96,98041.42,142041.38,2015,North Las Vegas
Employment Assist Resource Representative Coord,74691.99,0,15028.8,52127.91,89720.79,141848.7,2015,North Las Vegas
Fire Fighter,69803.09,10972.04,4928.26,56038.17,85703.39,141741.56,2015,North Las Vegas
Fire Fighter,69802.7,11400.57,4028.14,55903.21,85231.41,141134.62,2015,North Las Vegas
Economic Development Specialist,88092.18,0,3553.51,47506.52,91645.69,139152.21,2015,North Las Vegas
Principal Human Resources Analyst,43173.17,0,67136.84,28474.06,110310.01,138784.07,2015,North Las Vegas
Fire Fighter,77468.11,2198.66,1125,57824.35,80791.77,138616.12,2015,North Las Vegas
Combination Inspector,80194.18,1837.79,11547.48,44815.12,93579.45,138394.57,2015,North Las Vegas
Police Communications Supervisor,75063.5,15031.91,5346.51,42909.96,95441.92,138351.88,2015,North Las Vegas
Utilities Business Services Manager,82860.01,0,3314.4,52005.49,86174.41,138179.9,2015,North Las Vegas
Police Communications Supervisor,75436.94,12266.94,6704.08,43768.18,94407.96,138176.14,2015,North Las Vegas
Corrections Officer,35373.38,382.91,60558.82,41709.79,96315.11,138024.9,2015,North Las Vegas
Police Officer,70859.46,6461.33,13471.11,47082.12,90791.9,137874.02,2015,North Las Vegas
Fire Fighter,73492.83,2934.83,4139.91,57007.45,80567.57,137575.02,2015,North Las Vegas
Communications Administrator,77838.24,4994.95,10817.48,43311.19,93650.67,136961.86,2015,North Las Vegas
Police Officer,67821.72,2528.05,18596.6,47198.31,88946.37,136144.68,2015,North Las Vegas
Automotive/Equipment Supervisor,72885.74,19960.25,2912.16,40144.17,95758.15,135902.32,2015,North Las Vegas
Fire Fighter,69802.74,6658.22,4028.14,55241.67,80489.1,135730.77,2015,North Las Vegas
Utilities Projects Supervisor,79648.86,0,11454.43,44410.06,91103.29,135513.35,2015,North Las Vegas
Senior Pretreatment Inspector,74690.01,7937.8,10113.61,42628.36,92741.42,135369.78,2015,North Las Vegas
Multi Trades Supervisor,86296.09,1042.74,3451.84,44098.86,90790.67,134889.53,2015,North Las Vegas
Financial Analyst II,80568,0,3222.72,51086.26,83790.72,134876.98,2015,North Las Vegas
WRF Operations Supervisor,73168.02,11370.56,7821.06,42369.28,92359.64,134728.92,2015,North Las Vegas
Water Systems Operator II,70419.28,8875.69,12242.52,42965.6,91537.49,134503.09,2015,North Las Vegas
Systems Technician II,86296,575.3,3451.84,43956.69,90323.14,134279.83,2015,North Las Vegas
Fire Logistics Officer,44282.88,39214.9,12951,37447.89,96448.78,133896.67,2015,North Las Vegas
Branch Manager,86463.36,0,3451.84,43968.67,89915.2,133883.87,2015,North Las Vegas
Neighborhood Services Coordinator,86296.01,0,3451.84,43914.96,89747.85,133662.81,2015,North Las Vegas
Graphic Operations Supervisor,86296,0,3451.84,43914.96,89747.84,133662.8,2015,North Las Vegas
Corrections Officer,63652.52,3159.76,20276.44,46500.36,87088.72,133589.08,2015,North Las Vegas
Crime Scene Analyst II,69683.94,14736.19,7644.97,41521.72,92065.1,133586.82,2015,North Las Vegas
Fire Fighter,67067.92,8315.88,4028.16,53319.48,79411.96,132731.44,2015,North Las Vegas
Senior Network Analyst,84641.98,893.44,3385.68,43331.21,88921.1,132252.31,2015,North Las Vegas
Automotive & Equipment Mechanic II,74690.02,14051.18,2987.6,40425.61,91728.8,132154.41,2015,North Las Vegas
Systems Technician II,79550.01,0,8948,43241.94,88498.01,131739.95,2015,North Las Vegas
Manager Emergency Management,79200.24,0,3028.83,49429.7,82229.07,131658.77,2015,North Las Vegas
WRF Operator III,63643.07,24451.21,4234.65,39301.11,92328.93,131630.04,2015,North Las Vegas
Utilities Field Service Crew Leader,75063.49,9201.5,5193.15,41088.38,89458.14,130546.52,2015,North Las Vegas
Plans Examiner,80194.05,3074.82,5079.76,41931.41,88348.63,130280.04,2015,North Las Vegas
Multi Trades Technician,69721.99,8192.86,10958.64,41042.49,88873.49,129915.98,2015,North Las Vegas
Fire Fighter,73303.85,217.15,1125,55051.47,74646,129697.47,2015,North Las Vegas
Police Officer,67450.64,2755.77,14010.29,45150.88,84216.7,129367.58,2015,North Las Vegas
Utilities Field Service Crew Leader,68977,12916.76,7021.6,39932.81,88915.36,128848.17,2015,North Las Vegas
HVAC Technician,74690.05,8579.02,4896.6,40645.45,88165.67,128811.12,2015,North Las Vegas
Automotive & Equipment Mechanic II,74690.12,10939.05,2987.6,40176.84,88616.77,128793.61,2015,North Las Vegas
Fire Prevention Inspector,78487.27,1969.88,825.05,47437.19,81282.2,128719.39,2015,North Las Vegas
Fire Fighter,58131.46,28.05,11500.05,59045.55,69659.56,128705.11,2015,North Las Vegas
Fire Fighter,69802.81,323.91,4028.14,54369.09,74154.86,128523.95,2015,North Las Vegas
Utilities Support Supervisor,82594.98,0,3376.37,42390.1,85971.35,128361.45,2015,North Las Vegas
Plans Examiner,80194.32,2973.9,3207.76,41774.99,86375.98,128150.97,2015,North Las Vegas
Court Compliance Coordinator,74690.17,0,10680.04,42263.47,85370.21,127633.68,2015,North Las Vegas
WRF Operator III,63342.21,23292.67,2229.95,38688.94,88864.83,127553.77,2015,North Las Vegas
Agency Support Specialist,80194.19,2422.56,3207.76,41683.3,85824.51,127507.81,2015,North Las Vegas
Water Systems Operator II,70419.24,6188.8,9384.6,41260.08,85992.64,127252.72,2015,North Las Vegas
Deputy City Attorney I,78100.84,0,2283.65,46752.13,80384.49,127136.62,2015,North Las Vegas
Fire Fighter,64032.46,7085.94,4028.17,51965.01,75146.57,127111.58,2015,North Las Vegas
Combination Inspector,80194.23,1904.65,3207.76,41676.3,85306.64,126982.94,2015,North Las Vegas
Branch Manager,81558.79,0,3288,42086.91,84846.79,126933.7,2015,North Las Vegas
HVAC Technician,74690.15,7531.26,4176.6,40391.86,86398.01,126789.87,2015,North Las Vegas
Executive Assistant,67829.85,0,9888.49,48663.21,77718.34,126381.55,2015,North Las Vegas
